"Dist Code","Year","State Code","State Name","Dist Name","DISTRICT MALE FIELD LABOUR (Rs per Day)","DISTRICT FEMALE FIELD LABOUR (Rs per Day)","STATE MALE AVERAGE FIELD LABOUR (Rs per Day)","STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)"
"2028","2017","17","Assam","Kamrup(Metro)","-1.0","-1.0","278.0","-1.0"
"2030","2016","9","Punjab","Pathankot","-1.0","-1.0","395.0","-1.0"
"2030","2017","9","Punjab","Pathankot","370.0","-1.0","403.0","-1.0"
"2031","2016","12","Uttar Pradesh","Sambhal","-1.0","-1.0","233.0","-1.0"
"2031","2017","12","Uttar Pradesh","Sambhal","-1.0","-1.0","241.0","-1.0"
"2032","2016","12","Uttar Pradesh","Shamli","-1.0","-1.0","233.0","-1.0"
"2032","2017","12","Uttar Pradesh","Shamli","-1.0","-1.0","241.0","-1.0"
"2033","2016","12","Uttar Pradesh","Hapur","-1.0","-1.0","233.0","-1.0"
"2033","2017","12","Uttar Pradesh","Hapur","-1.0","-1.0","241.0","-1.0"
"2034","2016","14","Chhattisgarh","Balod","500.0","-1.0","201.0","-1.0"
"2034","2017","14","Chhattisgarh","Balod","500.0","-1.0","200.0","-1.0"
"2035","2016","14","Chhattisgarh","Baloda Bazar","200.0","-1.0","201.0","-1.0"
"2035","2017","14","Chhattisgarh","Baloda Bazar","183.33","-1.0","200.0","-1.0"
"2036","2016","14","Chhattisgarh","Balrampur","200.0","-1.0","201.0","-1.0"
"2036","2017","14","Chhattisgarh","Balrampur","200.0","-1.0","200.0","-1.0"
"2037","2016","14","Chhattisgarh","Bemetra","470.0","-1.0","201.0","-1.0"
"2037","2017","14","Chhattisgarh","Bemetra","492.86","-1.0","200.0","-1.0"
"2038","2016","14","Chhattisgarh","Gariaband","210.0","-1.0","201.0","-1.0"
"2038","2017","14","Chhattisgarh","Gariaband","200.0","-1.0","200.0","-1.0"
"2039","2016","14","Chhattisgarh","Kondagaon","166.67","-1.0","201.0","-1.0"
"2039","2017","14","Chhattisgarh","Kondagaon","-1.0","-1.0","200.0","-1.0"
"2040","2016","14","Chhattisgarh","Mungli","-1.0","-1.0","201.0","-1.0"
"2040","2017","14","Chhattisgarh","Mungli","-1.0","-1.0","200.0","-1.0"
"2041","2016","14","Chhattisgarh","Sukma","255.0","-1.0","201.0","-1.0"
"2041","2017","14","Chhattisgarh","Sukma","170.0","120.0","200.0","120.0"
"2042","2016","14","Chhattisgarh","Surajpur","-1.0","-1.0","201.0","-1.0"
"2042","2017","14","Chhattisgarh","Surajpur","-1.0","-1.0","200.0","-1.0"
"2043","2016","9","Punjab","Fazilka","-1.0","-1.0","395.0","-1.0"
"2043","2017","9","Punjab","Fazilka","450.0","-1.0","403.0","-1.0"
"2044","2016","17","Assam","Biswanath","-1.0","-1.0","275.0","-1.0"
"2044","2017","17","Assam","Biswanath","-1.0","-1.0","278.0","-1.0"
"2045","2016","17","Assam","Charaideo","250.0","-1.0","275.0","-1.0"
"2045","2017","17","Assam","Charaideo","250.0","-1.0","278.0","-1.0"
"2046","2016","17","Assam","Hojai","-1.0","-1.0","275.0","-1.0"
"2046","2017","17","Assam","Hojai","-1.0","-1.0","278.0","-1.0"
"2047","2016","17","Assam","Majuli","-1.0","-1.0","275.0","-1.0"
"2047","2017","17","Assam","Majuli","-1.0","-1.0","278.0","-1.0"
"2048","2016","17","Assam","South Salmara - Mankachar","-1.0","-1.0","275.0","-1.0"
"2048","2017","17","Assam","South Salmara - Mankachar","-1.0","-1.0","278.0","-1.0"
"2049","2016","17","Assam","West Karbi Anglong","-1.0","-1.0","275.0","-1.0"
"2049","2017","17","Assam","West Karbi Anglong","-1.0","-1.0","278.0","-1.0"
"2050","2016","3","Gujarat","Aravalli","-1.0","-1.0","211.0","-1.0"
"2050","2017","3","Gujarat","Aravalli","-1.0","-1.0","219.0","-1.0"
"2051","2016","3","Gujarat","Botad","-1.0","-1.0","211.0","-1.0"
"2051","2017","3","Gujarat","Botad","-1.0","-1.0","219.0","-1.0"
"2052","2016","3","Gujarat","Chhota Udaipur","-1.0","-1.0","211.0","-1.0"
"2052","2017","3","Gujarat","Chhota Udaipur","-1.0","-1.0","219.0","-1.0"
"2053","2016","3","Gujarat","Devbhoomi Dwarka","-1.0","-1.0","211.0","-1.0"
"2053","2017","3","Gujarat","Devbhoomi Dwarka","-1.0","-1.0","219.0","-1.0"
"2054","2016","3","Gujarat","Gir Somnath","-1.0","-1.0","211.0","-1.0"
"2054","2017","3","Gujarat","Gir Somnath","-1.0","-1.0","219.0","-1.0"
"2055","2016","3","Gujarat","Mahi Sagar","-1.0","-1.0","211.0","-1.0"
"2055","2017","3","Gujarat","Mahi Sagar","-1.0","-1.0","219.0","-1.0"
"2056","2016","3","Gujarat","Morbi","-1.0","-1.0","211.0","-1.0"
"2056","2017","3","Gujarat","Morbi","-1.0","-1.0","219.0","-1.0"
"2057","2016","4","Haryana","Charkhi Dadri","-1.0","-1.0","390.0","-1.0"
"2057","2017","4","Haryana","Charkhi Dadri","-1.0","-1.0","416.0","-1.0"
"2058","2016","6","Madhya Pradesh","Agar Malwa","-1.0","-1.0","230.0","-1.0"
"2058","2017","6","Madhya Pradesh","Agar Malwa","-1.0","-1.0","246.0","-1.0"
"2059","2016","7","Maharashtra","Palghar","-1.0","-1.0","132.0","-1.0"
"2059","2017","7","Maharashtra","Palghar","-1.0","-1.0","261.0","-1.0"
"2060","2016","13","West Bengal","Alipurduar","-1.0","-1.0","267.0","-1.0"
"2060","2017","13","West Bengal","Alipurduar","-1.0","-1.0","274.0","-1.0"
"2061","2016","13","West Bengal","Jhargram","-1.0","-1.0","267.0","-1.0"
"2061","2017","13","West Bengal","Jhargram","236.67","-1.0","274.0","-1.0"
"2063","2016","13","West Bengal","Paschim Bardhaman","-1.0","-1.0","267.0","-1.0"
"2063","2017","13","West Bengal","Paschim Bardhaman","316.67","-1.0","274.0","-1.0"
"2101","2016","20","Telangana","Kumurambheem Asifabad","-1.0","-1.0","290.0","-1.0"
"2101","2017","20","Telangana","Kumurambheem Asifabad","-1.0","-1.0","333.0","-1.0"
"2102","2016","20","Telangana","Macherial","-1.0","-1.0","290.0","-1.0"
"2102","2017","20","Telangana","Macherial","-1.0","-1.0","333.0","-1.0"
"2103","2016","20","Telangana","Nirmal","-1.0","-1.0","290.0","-1.0"
"2103","2017","20","Telangana","Nirmal","-1.0","-1.0","333.0","-1.0"
"2104","2016","20","Telangana","Jagityal","-1.0","-1.0","290.0","-1.0"
"2104","2017","20","Telangana","Jagityal","-1.0","-1.0","333.0","-1.0"
"2105","2016","20","Telangana","Peddapally","-1.0","-1.0","290.0","-1.0"
"2105","2017","20","Telangana","Peddapally","-1.0","-1.0","333.0","-1.0"
"2106","2016","20","Telangana","Rajanna Siricilla","-1.0","-1.0","290.0","-1.0"
"2106","2017","20","Telangana","Rajanna Siricilla","-1.0","-1.0","333.0","-1.0"
"2107","2016","20","Telangana","Bhadradri","-1.0","-1.0","290.0","-1.0"
"2107","2017","20","Telangana","Bhadradri","-1.0","-1.0","333.0","-1.0"
"2108","2016","20","Telangana","Jogulamba","-1.0","-1.0","290.0","-1.0"
"2108","2017","20","Telangana","Jogulamba","-1.0","-1.0","333.0","-1.0"
"2109","2016","20","Telangana","Nagarkurnool","-1.0","-1.0","290.0","-1.0"
"2109","2017","20","Telangana","Nagarkurnool","-1.0","-1.0","333.0","-1.0"
"2110","2016","20","Telangana","Wanaparthy","-1.0","-1.0","290.0","-1.0"
"2110","2017","20","Telangana","Wanaparthy","-1.0","-1.0","333.0","-1.0"
"2111","2016","20","Telangana","Sangareddy","-1.0","-1.0","290.0","-1.0"
"2111","2017","20","Telangana","Sangareddy","-1.0","-1.0","333.0","-1.0"
"2112","2016","20","Telangana","Siddipet","-1.0","-1.0","290.0","-1.0"
"2112","2017","20","Telangana","Siddipet","-1.0","-1.0","333.0","-1.0"
"2113","2016","20","Telangana","Suryapet","-1.0","-1.0","290.0","-1.0"
"2113","2017","20","Telangana","Suryapet","-1.0","-1.0","333.0","-1.0"
"2114","2016","20","Telangana","Yadadri Bhuvanagiri","-1.0","-1.0","290.0","-1.0"
"2114","2017","20","Telangana","Yadadri Bhuvanagiri","-1.0","-1.0","333.0","-1.0"
"2115","2016","20","Telangana","Kamareddy","-1.0","-1.0","290.0","-1.0"
"2115","2017","20","Telangana","Kamareddy","-1.0","-1.0","333.0","-1.0"
"2116","2016","20","Telangana","Malkaigiri","-1.0","-1.0","290.0","-1.0"
"2116","2017","20","Telangana","Malkaigiri","-1.0","-1.0","333.0","-1.0"
"2117","2016","20","Telangana","Vikarabad","-1.0","-1.0","290.0","-1.0"
"2117","2017","20","Telangana","Vikarabad","-1.0","-1.0","333.0","-1.0"
"2118","2016","20","Telangana","Jayashankar Bhuppaly","-1.0","-1.0","290.0","-1.0"
"2118","2017","20","Telangana","Jayashankar Bhuppaly","-1.0","-1.0","333.0","-1.0"
"2119","2016","20","Telangana","Janagaon","-1.0","-1.0","290.0","-1.0"
"2119","2017","20","Telangana","Janagaon","-1.0","-1.0","333.0","-1.0"
"2120","2016","20","Telangana","Warangal Urban","-1.0","-1.0","290.0","-1.0"
"2120","2017","20","Telangana","Warangal Urban","-1.0","-1.0","333.0","-1.0"
"2121","2016","20","Telangana","Mahabubabad","-1.0","-1.0","290.0","-1.0"
"2121","2017","20","Telangana","Mahabubabad","-1.0","-1.0","333.0","-1.0"
"2122","2016","20","Telangana","Narayanpet","-1.0","-1.0","290.0","-1.0"
"2122","2017","20","Telangana","Narayanpet","-1.0","-1.0","333.0","-1.0"
"2123","2016","20","Telangana","Mulugu","-1.0","-1.0","290.0","-1.0"
"2123","2017","20","Telangana","Mulugu","-1.0","-1.0","333.0","-1.0"
"2124","2016","11","Tamil Nadu","Tenkasi","-1.0","-1.0","327.0","-1.0"
"2124","2017","11","Tamil Nadu","Tenkasi","-1.0","-1.0","346.0","-1.0"
"2125","2016","11","Tamil Nadu","Kallakurichi","-1.0","-1.0","327.0","-1.0"
"2125","2017","11","Tamil Nadu","Kallakurichi","-1.0","-1.0","346.0","-1.0"
"2126","2016","11","Tamil Nadu","Tirupattur","-1.0","-1.0","327.0","-1.0"
"2126","2017","11","Tamil Nadu","Tirupattur","-1.0","-1.0","346.0","-1.0"
"2127","2016","11","Tamil Nadu","Ranipet","-1.0","-1.0","327.0","-1.0"
"2127","2017","11","Tamil Nadu","Ranipet","-1.0","-1.0","346.0","-1.0"
"2128","2016","11","Tamil Nadu","Chengalpattu","-1.0","-1.0","327.0","-1.0"
"2128","2017","11","Tamil Nadu","Chengalpattu","-1.0","-1.0","346.0","-1.0"
"2129","2016","11","Tamil Nadu","Mayiladuthurai","-1.0","-1.0","327.0","-1.0"
"2129","2017","11","Tamil Nadu","Mayiladuthurai","-1.0","-1.0","346.0","-1.0"
"2130","2016","14","Chhattisgarh","Gaurela-Pendra-Marwahi?","-1.0","-1.0","201.0","-1.0"
"2130","2017","14","Chhattisgarh","Gaurela-Pendra-Marwahi?","-1.0","-1.0","200.0","-1.0"
"2131","2016","6","Madhya Pradesh","Niwari","-1.0","-1.0","230.0","-1.0"
"2131","2017","6","Madhya Pradesh","Niwari","-1.0","-1.0","246.0","-1.0"
