Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
26,2016,6,Madhya Pradesh,Morena,501.69,51.42,89.2,41.19,20.9,18.86,5.65,4.04,270.43,396.82,146.74
26,2017,6,Madhya Pradesh,Morena,501.69,51.42,89.34,41.02,21.6,19.02,5.34,4.1,269.85,423.58,156.97
27,2016,6,Madhya Pradesh,Bhind,445.2,8.81,22.22,38.43,11.58,16.23,4.53,3.5,339.39,410.99,121.1
27,2017,6,Madhya Pradesh,Bhind,445.2,8.81,22.49,38.59,12.01,16.56,4.52,4.51,337.19,406.25,120.48
28,2016,6,Madhya Pradesh,Indore,383.1,52.21,11.4,39.55,1.99,18.41,3.74,1.31,254.42,470.12,184.78
28,2017,6,Madhya Pradesh,Indore,383.1,52.21,11.4,40.05,2.49,19.02,4.47,2.75,250.64,493.22,196.78
29,2016,6,Madhya Pradesh,Ratlam,486.01,34.34,40.11,30.3,15.96,27.48,0.87,0.46,336.37,557.24,165.66
29,2017,6,Madhya Pradesh,Ratlam,486.01,34.34,40.16,30.4,15.07,26.37,0.88,0.96,337.7,581.36,172.15
30,2016,6,Madhya Pradesh,Ujjain,609.87,3.15,5.7,59.09,6.11,29.84,1.72,2.3,501.84,924.17,184.16
30,2017,6,Madhya Pradesh,Ujjain,609.87,3.15,5.69,59.36,5.9,26.69,2.09,1.67,505.17,961.57,190.35
31,2016,6,Madhya Pradesh,Mandsaur,551.81,40.59,44.17,80.46,14.64,13.2,1.12,0.88,356.7,620.44,173.94
31,2017,6,Madhya Pradesh,Mandsaur,551.81,40.59,44.18,79.68,15.55,12.91,1.13,0.73,356.98,635.89,178.13
32,2016,6,Madhya Pradesh,Dewas,701.31,206.43,11.34,38.54,2.07,37.55,0.39,0.26,404.71,752.63,185.97
32,2017,6,Madhya Pradesh,Dewas,701.31,206.43,11.97,38.37,2.08,36.04,0.72,0.37,405.31,768.8,189.68
33,2016,6,Madhya Pradesh,Dhar,819.54,119.96,75.88,60.12,12.39,45.99,3.45,1.51,500.2,831.96,166.33
33,2017,6,Madhya Pradesh,Dhar,819.54,119.96,75.88,59.89,14.97,43.86,3.7,1.72,499.52,848.98,169.96
34,2016,6,Madhya Pradesh,Jhabua,293.06,10.92,34.68,32.63,18.54,4.31,1.6,1.5,188.88,246.74,130.63
34,2017,6,Madhya Pradesh,Jhabua,293.06,10.86,34.74,32.62,18.17,4.17,1.08,1.13,190.28,264.4,138.95
35,2016,6,Madhya Pradesh,Khargone,818.66,246.87,35.39,47.39,20.37,57.54,8.21,2.64,400.22,585.82,146.37
35,2017,6,Madhya Pradesh,Khargone,818.66,246.87,33.91,48.48,17.29,56.09,7.23,3.23,405.54,692.27,170.7
36,2016,6,Madhya Pradesh,Khandwa,775.62,305.32,7.38,88.79,6.948772683077706,55.69,8.58,4.26,305.56,457.81,149.83
36,2017,6,Madhya Pradesh,Khandwa,775.62,305.32,7.38,88.79,0.0,54.99,8.0,4.04,307.06,492.35,160.34
37,2016,6,Madhya Pradesh,Sehore,656.37,172.6,9.59,43.1,5.39,27.76,1.35,0.74,395.82,767.63,193.93
37,2017,6,Madhya Pradesh,Sehore,656.37,172.59,9.58,42.72,5.18,27.4,1.17,0.56,397.16,775.72,195.32
38,2016,6,Madhya Pradesh,Raisen,848.75,333.67,3.56,40.75,7.95,26.31,2.03,1.15,433.22,695.79,160.61
38,2017,6,Madhya Pradesh,Raisen,848.75,333.67,3.56,40.75,7.09,26.27,2.16,2.03,433.12,722.95,166.92
39,2016,6,Madhya Pradesh,Vidisha,730.2,109.62,7.68,42.59,3.59,28.04,2.15,3.86,532.5,971.94,182.52
39,2017,6,Madhya Pradesh,Vidisha,730.2,109.62,7.68,43.08,3.35,29.1,2.67,1.71,532.79,1004.51,188.54
40,2016,6,Madhya Pradesh,Betul,1007.8,397.39,24.54,47.0,39.66,28.8,21.67,30.66,416.97,599.57,143.79
40,2017,6,Madhya Pradesh,Betul,1007.8,394.79,24.22,52.0,38.88,28.47,24.75,16.07,427.97,632.41,147.77
41,2016,6,Madhya Pradesh,Rajgarh,616.3,17.64,29.02,47.51,26.33,50.52,2.99,0.34,441.72,799.6,181.02
41,2017,6,Madhya Pradesh,Rajgarh,616.3,17.64,29.02,48.04,26.32,50.31,2.41,1.02,441.3,808.36,183.18
42,2016,6,Madhya Pradesh,Shajapur,346.04,100.86084437890429,9.52,30.24,7.82,17.17,0.18,0.28,280.75,504.53,179.71
42,2017,6,Madhya Pradesh,Shajapur,346.04,0.0,7.58,32.76,6.65,16.81,0.13,0.24,281.73,512.74,182.0
43,2016,6,Madhya Pradesh,Hoshangabad,668.69,256.13,2.37,44.08,16.64,25.3,5.74,3.47,314.94,628.03,199.41
43,2017,6,Madhya Pradesh,Hoshangabad,668.69,256.13,2.43,44.74,13.38,25.37,4.39,3.28,318.95,687.72,215.62
44,2016,1,Andhra Pradesh,Srikakulam,583.7,68.64,48.41,102.29,0.6,0.94,14.75,39.83,300.8,408.36,135.76
44,2017,1,Andhra Pradesh,Srikakulam,583.7,68.64,48.41,102.54,0.61,0.94,15.18,33.71,306.21,450.06,146.98
45,2016,1,Andhra Pradesh,Visakhapatnam,1116.1,441.17,130.41,109.89,9.82,2.7,41.26,68.03,280.03,335.52,119.82
45,2017,1,Andhra Pradesh,Visakhapatnam,1116.1,441.17,130.4,111.08,9.88,2.7,40.31,67.51,280.86,339.76,120.97
46,2016,1,Andhra Pradesh,East Godavari,1280.53,466.49,83.18,159.4,15.85,21.79,49.35,55.97,423.08,682.57,161.33
46,2017,1,Andhra Pradesh,East Godavari,1280.53,466.49,83.18,159.43,15.81,21.79,50.26,50.92,427.24,666.04,155.89
47,2016,1,Andhra Pradesh,West Godavari,850.67,132.9,40.16,129.35,16.19,12.01,22.46,30.32,459.74,687.42,149.52
47,2017,1,Andhra Pradesh,West Godavari,850.67,132.9,40.16,131.86,15.68,12.01,21.33,33.54,455.64,696.59,152.88
48,2016,1,Andhra Pradesh,Krishna,872.7,76.19,36.76,155.24,22.64,10.66,30.66,64.49,467.29,624.32,133.6
48,2017,1,Andhra Pradesh,Krishna,872.7,76.19,36.76,155.28,21.55,10.64,49.87,37.18,476.46,649.05,136.22
49,2016,1,Andhra Pradesh,Guntur,1139.1,161.94,31.61,178.36,26.68,16.45,41.44,102.77,555.67,703.75,126.65
49,2017,1,Andhra Pradesh,Guntur,1139.1,161.94,31.61,178.15,24.59,14.25,37.6,71.56,595.22,769.89,129.35
50,2016,1,Andhra Pradesh,S.P.S.Nellore,1307.6,271.9,81.81,313.49,73.88,34.25,76.16,148.22,300.36,358.2,119.26
50,2017,1,Andhra Pradesh,S.P.S.Nellore,1307.6,271.9,81.81,313.56,80.95,34.2,111.95,57.9,347.81,360.58,103.67
51,2016,1,Andhra Pradesh,Kurnool,1765.8,340.67,127.31,143.37,46.04,3.18,70.32,156.38,876.84,975.2,111.22
51,2017,1,Andhra Pradesh,Kurnool,1765.8,340.67,127.31,143.95,45.72,3.18,77.73,174.49,851.07,952.91,111.97
52,2016,1,Andhra Pradesh,Anantapur,1913.0,196.98,165.95,150.14,48.53,5.85,86.5,355.59,894.05,919.51,102.85
52,2017,1,Andhra Pradesh,Anantapur,1913.0,196.98,164.8,150.82,45.43,5.82,113.5,432.17,794.25,842.17,106.03
53,2016,1,Andhra Pradesh,Kadapa YSR,1535.9,500.96,221.83,182.14,44.72,8.94,91.29,140.78,338.44,375.05,110.82
53,2017,1,Andhra Pradesh,Kadapa YSR,1535.9,500.96,221.83,182.14,44.7,8.8,97.05,137.93,335.8,371.03,110.49
54,2016,1,Andhra Pradesh,Chittoor,1515.1,452.02,152.68,159.13,46.29,33.54,127.85,153.9,359.13,404.22,112.56
54,2017,1,Andhra Pradesh,Chittoor,1515.1,452.02,152.68,160.49,46.55,33.62,123.74,153.53,361.92,420.58,116.21
55,2016,20,Telangana,Hyderabad,19.25,0.14,27.72597024606415,19.11,20.230338993740848,16.479833968248293,19.490427763081968,1.2966534073295737,83.81744220590386,164.27778399309557,158.94419782724816
55,2017,20,Telangana,Hyderabad,19.25,0.14,0.0,19.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2016,20,Telangana,Nizamabad,418.11,86.63,23.73,62.84,2.98,8.81,25.78,17.79,185.55,340.76,183.65
56,2017,20,Telangana,Nizamabad,418.11,86.63,23.73,62.84,2.98,8.81,18.98,10.99,199.14,307.14,154.23
57,2016,20,Telangana,Medak,277.15,58.19,17.9,16.45,5.77,6.71,24.03,29.57,117.16,149.74,127.81
57,2017,20,Telangana,Medak,277.15,58.19,17.9,16.45,5.77,6.71,24.03,52.46,94.27,131.04,139.0
58,2016,20,Telangana,Mahabubnagar,512.94,36.53,29.89,24.69,3.76,8.61,32.36,93.58,281.88,304.75,108.11
58,2017,20,Telangana,Mahabubnagar,512.94,36.53,29.89,24.69,3.76,8.61,32.36,67.85,307.62,335.42,109.04
59,2016,20,Telangana,Nalgonda,722.3,65.03,61.53,60.49,11.47,17.47,57.49,86.05,359.29,420.37,117.0
59,2017,20,Telangana,Nalgonda,722.3,65.03,61.53,60.49,11.47,17.47,57.49,71.29,374.04,444.02,118.71
60,2016,20,Telangana,Warangal,214.45,14.25,10.0,14.67,1.72,5.3,7.44,26.22,131.33,187.26,142.59
60,2017,20,Telangana,Warangal,214.45,14.25,10.0,14.67,1.72,5.3,7.44,12.03,145.52,193.35,132.87
61,2016,20,Telangana,Khammam,448.12,61.51,23.8,53.84,2.99,21.81,7.09,46.39,229.55,266.08,115.91
61,2017,20,Telangana,Khammam,448.12,61.51,23.8,53.84,2.99,21.81,7.09,35.8,240.15,312.22,130.01
62,2016,20,Telangana,Karimnagar,214.03,0.32,9.67,23.32,2.47,6.82,9.61,52.88,106.71,188.97,177.09
62,2017,20,Telangana,Karimnagar,214.03,0.32,9.67,21.76,2.47,6.82,9.61,47.45,113.71,179.91,158.22
63,2016,20,Telangana,Adilabad,397.13,172.47,8.58,6.44,3.8,4.39,0.5,0.42,200.36,211.27,105.45
63,2017,20,Telangana,Adilabad,397.13,172.47,8.58,6.44,3.8,4.39,0.5,2.29,198.49,218.6,110.13
65,2016,5,Karnataka,Kolar,374.97,20.62,28.87,45.88,6.4,39.42,6.24,54.02,166.52,177.06,106.33
65,2017,5,Karnataka,Kolar,374.97,20.62,28.87,46.57,6.4,39.42,6.44,54.06,165.59,173.39,104.71
66,2016,5,Karnataka,Tumkur,1064.76,45.18,67.54,90.06,62.64,76.45,23.71,209.82,468.32,538.52,114.99
66,2017,5,Karnataka,Tumkur,1064.76,45.18,67.54,90.11,62.64,76.45,23.61,211.4,466.79,541.66,116.04
67,2016,5,Karnataka,Mysore,676.38,62.85,45.02,75.28,21.41,46.81,48.06,76.09,295.0,368.52,124.92
67,2017,5,Karnataka,Mysore,676.38,62.85,45.02,75.28,21.41,46.81,20.5,25.11,373.55,487.06,130.39
68,2016,5,Karnataka,Mandya,498.24,24.77,21.52,63.49,41.96,32.05,61.23,87.78,161.82,200.14,123.68
68,2017,5,Karnataka,Mandya,498.24,24.77,21.52,64.76,41.96,32.05,46.22,66.91,196.43,256.66,130.66
69,2016,5,Karnataka,Hassan,662.6,58.78,30.37,79.95,14.14,32.94,54.69,72.98,311.8,364.07,116.76
69,2017,5,Karnataka,Hassan,662.6,58.78,30.37,80.51,14.14,32.94,47.79,45.76,345.36,421.06,121.92
70,2016,5,Karnataka,Shimoge,847.78,276.86,13.31,88.71,16.31,163.46,24.62,9.94,227.71,246.18,108.11
70,2017,5,Karnataka,Shimoge,847.78,276.86,13.31,88.71,16.31,163.46,25.56,10.5,226.21,251.28,111.08
71,2016,5,Karnataka,Chickmagalur,722.08,202.03,28.32,43.62,19.32,88.59,6.4,23.64,290.39,329.22,113.37
71,2017,5,Karnataka,Chickmagalur,722.08,202.03,28.32,43.62,19.32,88.59,14.23,23.64,282.56,337.4,119.41
72,2016,5,Karnataka,Chitradurga,770.7,73.72,25.4,55.45,21.61,88.74,23.11,77.82,393.54,467.02,118.67
72,2017,5,Karnataka,Chitradurga,770.7,73.72,25.4,55.45,21.61,88.74,49.23,67.88,377.36,442.89,117.37
73,2016,5,Karnataka,Bellary,813.2,97.02,53.48,110.29,19.86,5.47,59.99,75.35,388.14,432.32,111.38
73,2017,5,Karnataka,Bellary,813.2,97.02,53.48,110.29,19.86,5.47,29.73,76.65,417.1,508.29,121.86
74,2016,5,Karnataka,Dharwad,427.33,35.24,3.99,24.61,2.67,3.57,6.98,17.52,332.57,488.27,146.82
74,2017,5,Karnataka,Dharwad,427.33,35.24,3.99,24.74,2.67,3.57,6.98,43.22,306.75,443.72,144.65
75,2016,5,Karnataka,Belgaum,1344.38,190.42,44.34,70.79,11.47,24.88,48.51,126.88,824.01,1039.39,126.14
75,2017,5,Karnataka,Belgaum,1344.38,190.42,44.34,70.79,11.47,24.88,52.89,182.24,764.26,1007.83,131.87
76,2016,5,Karnataka,Bijapur,1053.47,1.98,29.06,36.29,5.5,9.58,5.69,73.66,890.41,958.71,107.67
76,2017,5,Karnataka,Bijapur,1053.47,1.98,29.06,36.31,5.5,9.58,6.27,73.07,890.39,968.12,108.73
77,2016,5,Karnataka,Bidar,541.77,27.71,19.13,22.77,19.38,13.96,16.41,27.87,383.6,483.73,126.1
77,2017,5,Karnataka,Bidar,541.77,27.71,19.13,23.45,19.38,13.96,25.46,36.57,365.18,451.74,123.7
78,2016,5,Karnataka,Raichur,835.84,18.17,20.08,22.48,10.71,19.82,87.96,185.84,457.1,579.31,126.74
78,2017,5,Karnataka,Raichur,835.84,18.17,20.08,22.49,10.71,19.82,118.15,183.3,429.44,505.16,117.63
79,2016,5,Karnataka,Gulbarga,1094.12,35.32,35.11,40.77,9.42,25.86,47.54,57.31,841.67,1031.22,122.52
79,2017,5,Karnataka,Gulbarga,1094.12,35.32,35.11,41.37,9.42,25.86,32.18,40.57,873.17,1072.95,122.88
80,2016,5,Karnataka,Dakshina Kannada,477.38,128.48,58.78,70.59,24.19,12.7,5.9,7.22,145.19,158.76,109.35
80,2017,5,Karnataka,Dakshina Kannada,477.38,128.48,58.78,70.8,24.15,12.67,5.03,6.34,146.84,157.95,107.57
81,2016,5,Karnataka,Uttara Kannada,1024.68,813.6,16.14,34.67,6.45,16.63,14.39,7.14,110.86,121.06,109.2
81,2017,5,Karnataka,Uttara Kannada,1024.68,813.6,16.2,34.71,6.45,16.63,14.22,6.93,111.15,122.41,110.13
82,2016,5,Karnataka,Kodagu,410.78,134.6,31.01,24.3,9.08,13.88,3.6,8.53,165.56,189.29,114.33
82,2017,5,Karnataka,Kodagu,410.78,134.6,31.01,24.3,9.08,13.88,3.9,8.92,164.88,188.61,114.39
83,2016,11,Tamil Nadu,Kancheepuram,443.21,23.86,10.95,151.82,11.46,18.27,72.05,47.56,95.54,109.93,115.06
83,2017,11,Tamil Nadu,Kancheepuram,443.21,23.86,10.95,151.85,11.46,18.25,67.04,42.38,105.45,124.59,118.15
84,2016,11,Tamil Nadu,South Arcot Cuddalore,367.78,1.42,14.62,58.94,6.03,0.6,28.31,30.43,213.55,313.23,146.68
84,2017,11,Tamil Nadu,South Arcot Cuddalore,367.78,1.42,14.62,58.94,6.03,0.6,30.51,29.21,213.09,316.89,148.71
85,2016,11,Tamil Nadu,North Arcot Vellore,592.02,162.29,20.44,80.74,5.65,3.92,83.02,77.6,155.41,185.02,119.05
85,2017,11,Tamil Nadu,North Arcot Vellore,592.02,162.29,20.44,80.74,5.65,3.92,86.0,77.46,152.55,186.28,122.11
86,2016,11,Tamil Nadu,Salem,520.53,125.68,38.2,64.05,6.21,4.2,15.83,71.32,192.14,231.89,120.69
86,2017,11,Tamil Nadu,Salem,520.53,125.68,38.2,64.37,6.21,4.2,19.74,54.46,204.78,282.31,137.86
87,2016,11,Tamil Nadu,Coimbatore,472.32,111.87,4.8,76.71,8.16,0.08,63.34,38.78,165.27,169.1,102.32
87,2017,11,Tamil Nadu,Coimbatore,472.32,111.87,4.8,76.75,8.15,0.08,62.85,39.98,164.52,170.2,103.46
88,2016,11,Tamil Nadu,Tiruchirapalli Trichy,440.38,36.77,12.6,85.25,10.84,0.67,108.05,63.66,119.44,127.38,106.65
88,2017,11,Tamil Nadu,Tiruchirapalli Trichy,440.38,36.77,12.6,85.29,10.84,0.67,111.86,29.17,150.55,162.25,107.77
89,2016,11,Tamil Nadu,Thanjavur,339.66,3.39,2.15,81.75,12.1,1.2,33.79,33.81,165.71,239.45,144.5
89,2017,11,Tamil Nadu,Thanjavur,339.66,3.39,2.15,81.75,12.1,1.2,35.73,18.29,179.29,270.84,151.06
90,2016,11,Tamil Nadu,Madurai,374.17,48.47,13.03,75.6,14.27,0.23,92.39,39.41,88.07,89.25,101.34
90,2017,11,Tamil Nadu,Madurai,374.17,48.47,13.06,75.6,14.06,0.23,104.83,12.77,102.64,104.57,101.88
91,2016,11,Tamil Nadu,Ramananthapuram,408.96,4.49,4.53,87.05,3.44,0.15,46.81,59.15,172.46,172.46,100.0
91,2017,11,Tamil Nadu,Ramananthapuram,408.96,4.49,4.46,86.65,3.41,0.15,45.8,54.75,178.07,178.07,100.0
92,2016,11,Tamil Nadu,Thirunelveli,675.85,127.76,30.03,103.18,34.72,5.16,168.99,62.06,135.42,141.08,104.18
92,2017,11,Tamil Nadu,Thirunelveli,675.85,127.76,30.03,103.18,34.47,5.16,176.65,31.68,158.27,165.57,104.61
93,2016,11,Tamil Nadu,The Nilgiris,254.49,142.58,3.4,9.98,1.44,5.08,8.19,4.79,75.27,75.31,100.05
93,2017,11,Tamil Nadu,The Nilgiris,254.49,142.58,3.4,9.98,1.44,5.08,9.5,4.85,73.35,73.41,100.07
94,2016,11,Tamil Nadu,Kanyakumari,167.2,54.16,4.0,29.45,0.26,0.1,2.5,1.5,74.71,80.99,108.41
94,2017,11,Tamil Nadu,Kanyakumari,167.2,54.16,4.0,29.47,0.26,0.1,3.25,2.24,73.24,77.31,105.56
96,2016,7,Maharashtra,Thane,933.7,396.2,57.6,94.5,34.9,60.6,19.0,0.0,245.9,251.4,102.24
96,2017,7,Maharashtra,Thane,933.7,396.2,57.6,94.5,34.9,60.6,19.0,9.4,246.0,251.5,102.24
97,2016,7,Maharashtra,Raigarh,686.8,147.5,133.9,59.0,38.0,40.3,45.9,14.5,185.1,212.1,114.59
97,2017,7,Maharashtra,Raigarh,686.8,146.8,130.6,58.8,37.4,40.1,45.9,13.8,190.9,217.4,113.88
98,2016,7,Maharashtra,Ratnagiri,816.4,5.4,226.7,14.6,130.9,13.7,136.6,27.5,254.5,263.2,103.42
98,2017,7,Maharashtra,Ratnagiri,816.4,5.4,227.9,14.5,132.4,13.7,136.6,27.5,251.7,260.4,103.46
99,2016,7,Maharashtra,Nasik,1563.4,311.4,169.9,42.4,19.3,22.4,29.6,93.5,872.8,1011.0,115.83
99,2017,7,Maharashtra,Nasik,1563.4,311.3,170.4,43.2,19.5,22.6,29.0,95.2,870.3,1015.0,116.63
100,2016,7,Maharashtra,Dhule,733.0,196.0,53.2,23.5,1.9,18.3,9.7,12.9,416.3,531.1,127.58
100,2017,7,Maharashtra,Dhule,733.0,195.7,53.2,24.0,1.9,18.3,9.9,13.3,415.6,535.5,128.85
101,2016,7,Maharashtra,Jalgaon,1163.9,155.9,80.4,16.2,6.3,38.7,4.9,9.4,849.3,1240.7,146.09
101,2017,7,Maharashtra,Jalgaon,1163.9,155.9,80.4,16.2,6.3,38.7,4.9,9.4,849.2,1215.4,143.12
102,2016,7,Maharashtra,Ahmednagar,1702.0,166.2,129.8,18.4,20.1,36.3,111.0,170.4,1046.4,1454.5,139.0
102,2017,7,Maharashtra,Ahmednagar,1702.0,166.2,128.6,18.5,20.0,36.4,112.7,132.0,1084.4,1523.4,140.48
103,2016,7,Maharashtra,Pune,1562.0,156.7,228.9,267.8,43.6,171.9,24.8,53.2,600.5,877.2,146.08
103,2017,7,Maharashtra,Pune,1562.0,159.0,231.3,270.6,43.8,178.5,24.1,52.2,587.9,872.1,148.34
104,2016,7,Maharashtra,Satara,1058.0,142.9,123.2,33.6,41.5,74.1,68.6,26.8,539.5,667.3,123.69
104,2017,7,Maharashtra,Satara,1058.0,142.9,123.3,33.9,41.4,73.6,69.8,27.6,537.5,667.0,124.09
105,2016,7,Maharashtra,Sangli,861.0,43.4,36.8,49.8,14.4,15.3,56.1,38.0,591.0,765.2,129.48
105,2017,7,Maharashtra,Sangli,861.0,43.4,36.8,49.8,14.4,15.3,55.8,37.2,592.1,791.2,133.63
106,2016,7,Maharashtra,Solapur,1487.8,35.3,62.5,15.8,39.8,45.7,120.2,116.6,1044.9,1229.1,117.63
106,2017,7,Maharashtra,Solapur,1487.8,35.3,72.5,16.0,38.7,45.9,119.6,111.1,1041.6,1244.4,119.47
107,2016,7,Maharashtra,Kolhapur,776.6,146.9,43.5,37.8,36.8,41.6,19.1,10.3,433.6,596.3,137.52
107,2017,7,Maharashtra,Kolhapur,776.6,146.9,43.5,38.0,36.9,41.5,19.0,10.0,434.0,609.2,140.37
108,2016,7,Maharashtra,Aurangabad,1007.6,68.2,20.5,61.3,13.5,50.9,65.8,56.2,663.8,1161.2,174.93
108,2017,7,Maharashtra,Aurangabad,1007.6,78.9,19.7,59.2,12.8,30.4,65.4,56.2,677.3,1199.4,177.09
109,2016,7,Maharashtra,Parbhani,631.1,6.4,8.1,28.8,23.3,13.1,28.6,37.7,483.9,957.6,197.89
109,2017,7,Maharashtra,Parbhani,631.1,6.4,8.1,28.8,23.3,13.1,28.6,37.7,483.9,957.6,197.89
110,2016,7,Maharashtra,Bid,1068.6,22.7,23.5,60.4,36.4,30.0,43.9,92.8,757.6,1022.4,134.95
110,2017,7,Maharashtra,Bid,1068.6,22.7,23.5,60.4,36.4,30.0,43.9,92.8,757.6,1022.3,134.94
111,2016,7,Maharashtra,Nanded,1033.1,82.7,19.7,48.0,35.0,28.0,18.8,67.4,727.4,980.8,134.84
111,2017,7,Maharashtra,Nanded,1033.1,82.7,19.6,48.5,35.0,28.0,19.3,67.8,725.3,963.8,132.88
112,2016,7,Maharashtra,Osmanabad,748.5,4.4,7.0,21.1,51.3,18.0,119.5,108.6,416.4,815.2,195.77
112,2017,7,Maharashtra,Osmanabad,748.5,4.4,7.1,21.3,51.0,17.9,119.9,100.6,424.2,832.9,196.35
113,2016,7,Maharashtra,Buldhana,967.1,91.7,47.7,55.9,26.4,38.0,25.6,24.0,656.1,946.7,144.29
113,2017,7,Maharashtra,Buldhana,967.1,91.7,48.0,59.8,26.3,38.0,25.2,24.0,652.2,907.5,139.14
114,2016,7,Maharashtra,Akola,542.9,30.1,11.2,35.0,3.1,16.5,5.4,10.4,430.0,688.8,160.19
114,2017,7,Maharashtra,Akola,542.9,30.1,11.2,35.6,3.0,16.5,5.3,10.4,429.6,697.5,162.36
115,2016,7,Maharashtra,Amarawati,1221.7,309.9,19.6,44.9,9.2,33.2,14.4,33.4,751.0,983.8,131.0
115,2017,7,Maharashtra,Amarawati,1221.7,309.9,19.6,44.9,9.2,33.2,14.4,33.4,749.3,982.1,131.07
116,2016,7,Maharashtra,Yeotmal,1351.9,237.4,39.7,61.7,22.8,60.5,25.8,37.8,854.7,992.6,116.13
116,2017,7,Maharashtra,Yeotmal,1351.9,237.4,39.7,61.7,22.8,60.5,25.8,37.8,854.7,992.6,116.13
117,2016,7,Maharashtra,Wardha,628.9,61.8,10.5,48.0,16.4,63.9,20.4,53.3,345.2,446.8,129.43
117,2017,7,Maharashtra,Wardha,628.9,61.8,10.6,48.0,16.5,64.4,20.4,53.5,344.1,447.8,130.14
118,2016,7,Maharashtra,Nagpur,986.4,155.2,33.3,99.7,33.9,55.5,21.3,19.8,560.0,658.8,117.64
118,2017,7,Maharashtra,Nagpur,986.4,155.0,33.3,99.7,33.7,55.9,21.3,20.9,558.7,655.5,117.33
119,2016,7,Maharashtra,Bhandara,342.0,61.8,4.6,39.6,11.5,33.7,1.1,4.1,177.6,254.9,143.52
119,2017,7,Maharashtra,Bhandara,342.0,61.8,4.5,39.6,11.6,33.7,1.1,5.7,175.8,250.2,142.32
120,2016,7,Maharashtra,Chandrapur,1091.8,386.2,25.1,98.2,37.4,52.1,11.3,13.1,458.5,537.2,117.16
120,2017,7,Maharashtra,Chandrapur,1091.8,388.1,25.0,97.9,36.8,52.1,11.4,14.8,455.8,524.7,115.12
121,2016,3,Gujarat,Ahmedabad,717.0,13.3,47.5,97.4,34.3,28.1,2.3,6.7,479.4,631.1,131.64
121,2017,3,Gujarat,Ahmedabad,717.0,13.3,39.2,97.4,32.9,28.1,2.3,8.4,487.4,669.6,137.38
122,2016,3,Gujarat,Amreli,729.5,41.9,18.3,49.9,14.7,51.3,0.3,14.7,538.0,598.0,111.15
122,2017,3,Gujarat,Amreli,729.5,41.9,18.3,49.9,16.5,51.3,0.3,12.7,538.2,582.6,108.25
123,2016,3,Gujarat,Banaskantha,1077.0,160.6,31.0,69.5,8.5,60.8,0.0,54.9,691.7,1278.6,184.85
123,2017,3,Gujarat,Banaskantha,1077.0,160.6,31.4,69.5,8.2,60.8,0.0,54.9,691.6,1278.5,184.86
124,2016,3,Gujarat,Bharuch,652.4,28.3,15.1,82.4,31.7,14.3,4.6,23.9,318.8,320.6,100.56
124,2017,3,Gujarat,Bharuch,652.4,28.3,15.1,82.4,35.0,14.3,4.8,24.3,314.9,321.5,102.1
125,2016,3,Gujarat,Vadodara,431.2,13.9,12.3,48.1,5.3,16.2,0.6,1.6,309.0,324.5,105.02
125,2017,3,Gujarat,Vadodara,431.2,15.1,15.0,48.1,5.8,15.9,0.4,2.5,304.7,327.8,107.58
126,2016,3,Gujarat,Bhavnagar,833.4,30.5,13.4,57.1,50.4,42.4,2.1,26.5,454.3,532.6,117.24
126,2017,3,Gujarat,Bhavnagar,833.4,30.5,13.4,57.1,50.8,43.0,2.3,24.8,454.7,530.2,116.6
127,2016,3,Gujarat,Valsad,303.4,90.0,5.4,19.3,1.8,2.4,0.8,13.2,163.1,179.6,110.12
127,2017,3,Gujarat,Valsad,303.4,90.0,3.7,24.0,2.2,2.2,1.0,8.8,164.3,190.1,115.7
128,2016,3,Gujarat,Dangs,177.6,101.7,2.6,15.3,2.1,0.6,0.0,0.0,55.3,93.6,169.26
128,2017,3,Gujarat,Dangs,177.6,101.7,2.6,15.3,0.7,0.7,0.0,0.1,56.5,82.8,146.55
129,2016,3,Gujarat,Jamnagar,844.1,47.0,52.9,36.8,36.0,51.6,0.4,4.1,369.2,411.0,111.32
129,2017,3,Gujarat,Jamnagar,844.1,47.1,52.0,41.6,35.4,51.6,0.1,4.0,366.2,389.6,106.39
130,2016,3,Gujarat,Junagadh,549.6,70.6,8.8,37.5,4.6,42.1,0.7,31.4,353.9,517.4,146.2
130,2017,3,Gujarat,Junagadh,549.6,76.6,7.3,37.6,5.6,42.4,0.6,20.8,358.7,515.0,143.57
131,2016,3,Gujarat,Kheda,366.7,6.0,7.4,27.6,2.5,10.3,2.2,1.7,286.3,430.3,150.3
131,2017,3,Gujarat,Kheda,366.7,4.0,7.4,32.4,2.8,10.3,1.4,2.2,283.5,452.2,159.51
132,2016,3,Gujarat,Kutch,4565.2,531.5,1459.8,80.8,1523.9,80.8,1.5,125.4,733.9,805.4,109.74
