Dist Code,Year,State Code,State Name,Dist Name,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
113,2016,7,Maharashtra,Buldhana,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
113,2017,7,Maharashtra,Buldhana,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
114,2016,7,Maharashtra,Akola,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
114,2017,7,Maharashtra,Akola,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
115,2016,7,Maharashtra,Amarawati,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
115,2017,7,Maharashtra,Amarawati,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
116,2016,7,Maharashtra,Yeotmal,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
116,2017,7,Maharashtra,Yeotmal,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
117,2016,7,Maharashtra,Wardha,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
117,2017,7,Maharashtra,Wardha,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
118,2016,7,Maharashtra,Nagpur,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
118,2017,7,Maharashtra,Nagpur,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
119,2016,7,Maharashtra,Bhandara,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
119,2017,7,Maharashtra,Bhandara,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
120,2016,7,Maharashtra,Chandrapur,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
120,2017,7,Maharashtra,Chandrapur,29.5342440366242,4.292357329302385,70.09719010583348,21.319096667277794,90.46250039392788,7.218734108339382,128.84419895288067,182.92553705810496
121,2016,3,Gujarat,Ahmedabad,65.0,23.4,61.6,28.0,89.6,37.2,215.1,374.7
121,2017,3,Gujarat,Ahmedabad,72.2,20.1,56.0,27.7,83.7,39.6,215.7,375.3
122,2016,3,Gujarat,Amreli,38.6,0.1,32.7,137.0,169.7,29.3,237.7,240.5
122,2017,3,Gujarat,Amreli,13.2,1.4,116.8,91.0,207.8,1.0,223.4,243.5
123,2016,3,Gujarat,Banaskantha,22.8,0.5,277.7,19.5,297.2,0.0,320.5,860.2
123,2017,3,Gujarat,Banaskantha,35.2,0.8,281.1,46.3,327.4,0.0,363.5,868.7
124,2016,3,Gujarat,Bharuch,48.6,2.8,17.1,13.6,30.7,4.0,86.1,131.9
124,2017,3,Gujarat,Bharuch,60.8,2.4,14.3,11.0,25.3,2.4,90.9,159.7
125,2016,3,Gujarat,Vadodara,63.5,15.9,84.2,23.9,108.1,24.6,212.1,231.2
125,2017,3,Gujarat,Vadodara,74.9,19.1,89.1,21.6,110.7,21.5,226.3,275.5
126,2016,3,Gujarat,Bhavnagar,67.8,3.1,0.0,83.7,83.7,4.4,159.0,209.1
126,2017,3,Gujarat,Bhavnagar,55.4,2.0,0.0,94.0,94.0,8.0,159.5,215.1
127,2016,3,Gujarat,Valsad,20.7,13.5,3.5,14.6,18.1,14.0,66.4,75.6
127,2017,3,Gujarat,Valsad,16.5,11.3,3.5,17.9,21.4,27.6,76.8,121.7
128,2016,3,Gujarat,Dangs,0.0,6.3,0.0,0.0,0.0,6.5,12.8,22.6
128,2017,3,Gujarat,Dangs,0.0,5.2,0.0,0.0,0.0,7.7,12.9,25.0
129,2016,3,Gujarat,Jamnagar,14.7,5.2,24.5,128.3,152.8,58.1,230.7,261.8
129,2017,3,Gujarat,Jamnagar,31.2,5.8,45.7,120.1,165.8,24.3,227.1,263.2
130,2016,3,Gujarat,Junagadh,1.4,0.0,48.7,101.9,150.6,46.9,198.9,274.0
130,2017,3,Gujarat,Junagadh,11.6,0.0,2.5,119.7,122.2,55.6,189.4,275.9
131,2016,3,Gujarat,Kheda,66.0,16.7,77.1,48.0,125.1,4.8,212.7,366.6
131,2017,3,Gujarat,Kheda,70.2,13.7,76.0,43.8,119.8,3.5,207.2,367.7
132,2016,3,Gujarat,Kutch,27.1,15.1,116.7,8.8,125.5,22.2,189.9,272.5
132,2017,3,Gujarat,Kutch,38.1,12.6,93.5,35.3,128.8,11.3,190.8,276.2
133,2016,3,Gujarat,Mehsana,39.8,10.8,201.0,3.7,204.7,6.8,262.1,388.1
133,2017,3,Gujarat,Mehsana,34.0,5.6,201.9,7.4,209.3,6.7,255.7,388.2
134,2016,3,Gujarat,Panchmahal,34.0,11.5,4.0,17.3,21.3,1.7,68.5,107.8
134,2017,3,Gujarat,Panchmahal,40.3,6.1,1.8,14.6,16.4,0.9,63.7,97.8
135,2016,3,Gujarat,Rajkot,19.4,22.5,87.9,87.9,175.8,25.4,243.1,304.3
135,2017,3,Gujarat,Rajkot,20.5,37.4,107.8,70.8,178.6,33.1,269.6,369.6
136,2016,3,Gujarat,Sabarkantha,18.7,3.3,22.7,106.6,129.3,14.4,165.7,264.9
136,2017,3,Gujarat,Sabarkantha,20.2,1.4,45.0,86.0,131.0,13.3,165.8,267.2
137,2016,3,Gujarat,Surat,100.3,12.7,26.8,17.1,43.9,10.3,167.3,216.1
137,2017,3,Gujarat,Surat,90.0,14.1,36.0,13.4,49.4,3.9,157.3,218.1
138,2016,3,Gujarat,Surendranagar,59.2,10.2,142.0,55.2,197.2,19.0,285.7,441.0
138,2017,3,Gujarat,Surendranagar,63.4,12.9,135.6,70.1,205.7,4.3,286.3,442.7
139,2016,10,Rajasthan,Ajmer,3.7,8.01,4.93,100.23,105.16,18.61,135.49,157.32
139,2017,10,Rajasthan,Ajmer,2.31,1.99,5.84,83.71,89.55,9.15,103.0,123.87
140,2016,10,Rajasthan,Alwar,0.02,4.32838797440955,347.87,106.58,454.45,0.034561713889067924,454.47,511.01
140,2017,10,Rajasthan,Alwar,0.02,0.0,392.02,51.64,443.66,0.0,443.68,508.82
141,2016,10,Rajasthan,Banswara,64.33,4.42,3.88,16.16,20.04,20.28,109.07,109.92
141,2017,10,Rajasthan,Banswara,65.1,4.55,3.87,16.05,19.92,19.83,109.4,109.89
142,2016,10,Rajasthan,Barmer,25.22,4.32838797440955,69.56,165.07,234.63,0.03,259.88,382.66
142,2017,10,Rajasthan,Barmer,0.0,0.0,74.17,182.37,256.55,2.33,258.88,387.84
143,2016,10,Rajasthan,Bharatpur,2.48,1.0074242230628787,345.82,0.39,346.21,7.565415671177098,348.7,363.65
143,2017,10,Rajasthan,Bharatpur,1.75,0.0,343.16,5.37,348.53,0.0,350.28,359.01
144,2016,10,Rajasthan,Bhilwara,21.5,10.24,27.44,175.16,202.6,2.79,237.13,265.71
144,2017,10,Rajasthan,Bhilwara,17.19,3.13,22.21,144.95,167.16,1.96,189.44,224.98
145,2016,10,Rajasthan,Bikaner,202.4,3.7134751070768406,246.94,5.36,252.3,7.565415671177098,454.7,782.82
145,2017,10,Rajasthan,Bikaner,238.09,0.0,277.4,5.56,282.96,0.0,521.04,864.74
146,2016,10,Rajasthan,Bundi,125.33,0.43,75.84,46.19,122.03,4.46,252.24,301.15
146,2017,10,Rajasthan,Bundi,120.28,2.97,77.07,27.75,104.82,2.35,230.42,281.99
147,2016,10,Rajasthan,Chittorgarh,12.12,2.96,123.44,113.01,236.45,1.64,253.17,267.53
147,2017,10,Rajasthan,Chittorgarh,11.78,1.88,121.3,107.53,228.83,7.7,250.19,266.99
148,2016,10,Rajasthan,Churu,13.14,2.7177153924303585,125.39,24.29,149.68,7.565415671177098,162.83,234.59
148,2017,10,Rajasthan,Churu,15.38,0.0,135.16,20.33,155.49,0.0,170.87,271.28
149,2016,10,Rajasthan,Dungarpur,7.85,2.19,6.95,28.53,35.48,2.85,48.37,49.44
149,2017,10,Rajasthan,Dungarpur,8.34,2.12,7.05,29.64,36.69,1.82,48.97,49.82
150,2016,10,Rajasthan,Ganganagar,616.39,2.9138928145624394,6.09,0.61,6.7,7.565415671177098,623.08,1052.79
150,2017,10,Rajasthan,Ganganagar,620.17,0.0,10.82,0.0,10.82,0.0,630.99,1097.27
151,2016,10,Rajasthan,Jaipur,1.51,0.00014911406597128973,247.7,64.93,312.63,3.56,317.7,376.64
151,2017,10,Rajasthan,Jaipur,0.3,0.0,230.65,49.9,280.55,0.9,281.75,341.47
152,2016,10,Rajasthan,Jaisalmer,52.83,0.01,77.78,1.93,79.71,0.03,132.57,384.89
152,2017,10,Rajasthan,Jaisalmer,42.85,0.02,87.01,1.4,88.41,0.01,131.29,407.66
153,2016,10,Rajasthan,Jalore,90.84,0.025006638318723518,159.09,97.95,257.03,1.34,349.21,403.63
153,2017,10,Rajasthan,Jalore,16.93,0.0,161.22,155.0,316.22,0.08,333.24,379.87
154,2016,10,Rajasthan,Jhalawar,15.32,0.56,49.2,231.52,280.72,3.69,300.29,324.64
154,2017,10,Rajasthan,Jhalawar,13.5,0.71,50.38,225.66,276.04,4.15,294.41,317.47
155,2016,10,Rajasthan,Jhunjhunu,30.762978766607297,2.111147721578755,65.44,159.67,225.11,9.304713680013172,225.11,241.38
155,2017,10,Rajasthan,Jhunjhunu,0.0,0.0,65.16,156.25,221.41,0.0,221.41,244.84
156,2016,10,Rajasthan,Jodhpur,1.57,0.0013892353957434267,439.35,4.38,443.73,1.57,446.87,751.18
156,2017,10,Rajasthan,Jodhpur,0.0,0.0,456.95,5.03,461.98,0.88,462.87,792.15
157,2016,10,Rajasthan,Kota,130.22,0.05,91.6,36.55,128.15,2.05,260.46,285.07
157,2017,10,Rajasthan,Kota,130.87,0.01,83.88,35.03,118.91,1.72,251.51,274.11
158,2016,10,Rajasthan,Nagaur,30.762978766607297,3.715261798842244,196.21,64.55,260.76,0.09,260.85,361.4
158,2017,10,Rajasthan,Nagaur,0.0,0.0,217.73,58.13,275.86,0.15,276.01,381.44
159,2016,10,Rajasthan,Pali,18.03,28.63,26.7,108.88,135.58,0.25,182.49,194.75
159,2017,10,Rajasthan,Pali,19.14,26.18,30.42,112.02,142.44,0.02,187.78,202.36
160,2016,10,Rajasthan,Swami Madhopur,11.47,4.35,103.88,110.76,214.64,33.48,263.94,269.06
160,2017,10,Rajasthan,Swami Madhopur,0.03,0.76,103.72,79.35,183.07,9.31,193.17,197.49
161,2016,10,Rajasthan,Sikar,30.762978766607297,3.684125174085745,208.88,14.16,223.04,7.852722251268935,223.04,266.84
161,2017,10,Rajasthan,Sikar,0.0,0.0,201.81,13.01,214.81,0.0,214.81,264.12
162,2016,10,Rajasthan,Sirohi,4.81,2.87,6.45,84.97,91.42,7.565415671177098,99.1,131.72
162,2017,10,Rajasthan,Sirohi,5.41,0.95,5.05,65.95,71.0,0.01,77.37,101.14
163,2016,10,Rajasthan,Tonk,83.93,3.97,25.04,199.5,224.53,49.95,362.39,366.2
163,2017,10,Rajasthan,Tonk,67.5,1.25,17.0,178.81,195.81,37.52,302.08,305.49
164,2016,10,Rajasthan,Udaipur,3.7,11.19,15.38,71.78,87.16,1.19,103.24,106.25
164,2017,10,Rajasthan,Udaipur,3.65,10.97,15.44,71.8,87.24,0.68,102.54,105.35
165,2016,9,Punjab,Gurdaspur,20.85,4.155961347485226,187.7,4.045922092367309,187.7,7.146683889114363,208.55,401.21
165,2017,9,Punjab,Gurdaspur,20.85,0.0,187.35,0.0,187.35,0.0,208.2,390.84
166,2016,9,Punjab,Amritsar,19.36,4.144079249966689,199.82,4.070564210319407,199.82,7.227539544386352,219.18,410.69
166,2017,9,Punjab,Amritsar,19.36,0.0,199.82,0.0,199.82,0.0,219.18,415.94
167,2016,9,Punjab,Kapurthala,0.07,4.246079439859438,132.88,4.111347610815191,132.88,7.239605102467656,132.95,274.69
167,2017,9,Punjab,Kapurthala,0.06,0.0,133.06,0.0,133.06,0.0,133.13,265.8
168,2016,9,Punjab,Jalandhar,2.545639701115661,4.1048384693613915,247.56,4.353145874012046,247.56,5.511349686103492,247.56,411.79
168,2017,9,Punjab,Jalandhar,0.0,0.0,246.69,0.0,246.69,0.0,246.69,410.48
169,2016,9,Punjab,Hoshiarpur,4.71,4.158207029733541,199.78,4.324023098144725,199.78,7.922206948585219,204.49,330.3
169,2017,9,Punjab,Hoshiarpur,6.07,0.0,197.8,0.0,197.8,0.0,203.87,316.15
170,2016,9,Punjab,Roopnagar,2.06,4.289845340209618,78.92,4.492245868338937,78.92,8.260249693272634,80.98,114.8
170,2017,9,Punjab,Roopnagar,2.03,0.0,79.15,0.0,79.15,0.0,81.18,123.09
171,2016,9,Punjab,Ludhiana,2.552666780067412,4.06513501386595,298.89,3.842881004662619,298.89,4.1179412843015575,298.89,600.44
171,2017,9,Punjab,Ludhiana,0.0,0.0,298.42,0.0,298.42,0.0,298.42,554.87
172,2016,9,Punjab,Ferozpur,62.67,4.124051613405749,155.8,4.132406969108377,155.8,7.419317737050753,218.47,402.67
172,2017,9,Punjab,Ferozpur,49.31,0.0,169.09,0.0,169.09,0.0,218.4,414.78
173,2016,9,Punjab,Faridkot,56.71,4.223086837425834,70.45,4.257284772913938,70.45,7.669048260338108,127.16,242.6
173,2017,9,Punjab,Faridkot,56.67,0.0,70.5,0.0,70.5,0.0,127.17,242.06
174,2016,9,Punjab,Bhatinda,220.17,3.9747514542738944,73.51,4.07839002712868,73.51,7.403947593016281,293.67,547.94
174,2017,9,Punjab,Bhatinda,238.63,0.0,54.79,0.0,54.79,0.0,293.42,557.7
175,2016,9,Punjab,Sangrur,73.69,4.029662404840247,237.53,3.753382549895665,237.53,6.454403985746715,311.22,622.74
175,2017,9,Punjab,Sangrur,80.84,0.0,234.19,0.0,234.19,0.0,315.03,627.13
176,2016,9,Punjab,Patiala,1.45,4.118303473949249,255.0,3.8435311735022886,255.0,6.6193391776244175,256.45,512.36
176,2017,9,Punjab,Patiala,0.53,0.0,256.26,0.0,256.26,0.0,256.79,509.27
177,2016,4,Haryana,Hissar,206.0,3.9736024962841956,98.0,3.955611048442382,98.0,7.072310817619104,304.0,588.0
177,2017,4,Haryana,Hissar,206.0,3.975491793084439,96.0,3.9650849682606157,96.0,7.096893877019325,302.0,583.0
178,2016,4,Haryana,Sirsa,287.0,3.853332429319517,94.0,3.9663639944493987,94.0,7.220940056823717,381.0,709.0
178,2017,4,Haryana,Sirsa,269.0,3.8625982045245113,113.0,3.8888105091824237,113.0,6.995357788677516,382.0,725.0
179,2016,4,Haryana,Bhiwani,86.0,3.997552633984549,216.0,4.867664015529488,216.0,9.600893794606712,302.0,361.0
179,2017,4,Haryana,Bhiwani,60.0,4.034820715495494,223.0,4.714574331365373,223.0,9.136269046354663,283.0,364.0
180,2016,4,Haryana,Gurgaon,2.703463349489155,4.304795118105234,60.0,4.54124750045661,60.0,5.6784079296373795,60.0,102.0
180,2017,4,Haryana,Gurgaon,0.0,4.317336472913476,60.0,4.387079947645056,60.0,7.938736869521043,60.0,108.0
181,2016,4,Haryana,Jind,178.0,4.05313161417555,58.0,4.182249332599785,58.0,7.626681784780216,236.0,435.0
181,2017,4,Haryana,Jind,178.0,4.045012302764087,68.0,4.094840621499163,68.0,7.3905182712242725,246.0,469.0
182,2016,4,Haryana,Mahendragarh,1.0,4.297249538764001,79.0,4.315293470431051,79.0,7.758234085471847,80.0,153.0
182,2017,4,Haryana,Mahendragarh,1.0,4.2853100383398814,90.0,4.309899208774777,90.0,7.755150178084299,91.0,170.0
183,2016,4,Haryana,Ambala,3.0,4.273342023562629,99.0,4.279229745483807,99.0,7.6813917278396024,102.0,193.0
183,2017,4,Haryana,Ambala,3.0,4.273931878047231,99.0,4.2614345845908055,99.0,7.631059187148671,102.0,197.0
184,2016,4,Haryana,Karnal,64.0,4.150685130451615,135.0,3.958628585096779,135.0,6.906790932611407,199.0,414.0
184,2017,4,Haryana,Karnal,64.0,4.144519388637628,137.0,4.0781695817527925,137.0,7.2471187932206,201.0,390.0
185,2016,4,Haryana,Kurukshetra,4.0,4.2271779993847876,141.0,4.229732501945737,141.0,7.589386248283481,145.0,266.0
185,2017,4,Haryana,Kurukshetra,4.0,4.233034948819148,138.0,4.152743182096419,138.0,7.36830656634256,142.0,279.0
186,2016,4,Haryana,Rohtak,75.0,4.208971716085694,53.0,4.41619335771502,53.0,8.12689296321141,128.0,211.0
186,2017,4,Haryana,Rohtak,75.0,4.212202050613849,52.0,4.351974069163784,52.0,7.9441458977341375,127.0,224.0
187,2016,4,Haryana,Sonepat,24.0,4.215031493365126,127.0,4.135407915521203,127.0,7.3373833187667605,151.0,299.0
187,2017,4,Haryana,Sonepat,24.0,4.213275795048583,128.0,4.155139301839977,128.0,7.394299032516776,152.0,296.0
188,2016,4,Haryana,Faridabad,2.728195833044424,4.337439491907611,29.0,4.584694700994113,29.0,5.742320167872882,29.0,48.0
188,2017,4,Haryana,Faridabad,0.0,4.347178291405269,32.0,4.4173926499659775,32.0,7.993487592151474,32.0,61.0
189,2016,12,Uttar Pradesh,Saharanpur,30.45,0.0,228.36,0.32,228.69,0.0,259.14,417.23
189,2017,12,Uttar Pradesh,Saharanpur,30.97,0.0,227.9,0.32,228.22,0.0,259.19,417.23
190,2016,12,Uttar Pradesh,Muzaffarnagar,55.44,0.0,157.84,0.35,158.19,0.0,213.63,319.42
190,2017,12,Uttar Pradesh,Muzaffarnagar,55.44,0.0,159.75,0.35,160.1,0.0,215.54,321.99
191,2016,12,Uttar Pradesh,Meerut,29.35,0.0,167.06,0.0,167.06,0.0,196.41,302.31
191,2017,12,Uttar Pradesh,Meerut,29.27,0.0,167.14,0.0,167.14,0.0,196.41,303.33
192,2016,12,Uttar Pradesh,Buland Shahar,20.03,0.0,270.0,9.08,279.09,0.07,299.19,534.69
192,2017,12,Uttar Pradesh,Buland Shahar,15.06,0.0,274.59,9.33,283.92,0.0,298.98,536.97
193,2016,12,Uttar Pradesh,Ghaziabad,6.16,0.0,45.08,0.0,45.08,0.0,51.23,77.88
193,2017,12,Uttar Pradesh,Ghaziabad,5.41,0.0,45.48,0.05,45.53,0.0,50.94,75.78
194,2016,12,Uttar Pradesh,Aligarh,23.06,0.0,280.09,0.28,280.37,0.0,303.43,485.3
194,2017,12,Uttar Pradesh,Aligarh,22.72,0.0,281.27,0.05,281.32,0.0,304.04,486.05
195,2016,12,Uttar Pradesh,Mathura,101.47,0.0,165.53,0.0,165.53,0.0,266.99,335.7
195,2017,12,Uttar Pradesh,Mathura,101.93,0.0,164.47,0.0,164.48,0.0,266.41,336.44
196,2016,12,Uttar Pradesh,Agra,19.03,0.02,224.5,0.51,225.0,0.02,244.07,288.06
196,2017,12,Uttar Pradesh,Agra,19.43,0.02,224.47,0.11,224.58,0.02,244.05,281.61
197,2016,12,Uttar Pradesh,Mainpuri,49.9,0.0,129.37,17.91,147.28,0.0,197.19,327.35
197,2017,12,Uttar Pradesh,Mainpuri,50.3,0.0,129.85,17.91,147.76,0.0,198.07,327.62
198,2016,12,Uttar Pradesh,Etah,10.66,0.0,161.85,20.8,182.65,2.02,195.33,309.38
198,2017,12,Uttar Pradesh,Etah,9.09,0.05,161.18,20.16,181.34,2.65,193.13,307.99
199,2016,12,Uttar Pradesh,Bareilly,13.14,0.13,115.64,171.5,287.14,8.5,308.9,503.26
199,2017,12,Uttar Pradesh,Bareilly,13.13,0.13,115.64,167.77,283.41,12.23,308.9,503.76
200,2016,12,Uttar Pradesh,Budaun,0.01,0.01,196.45,109.96,306.42,15.54,321.97,465.64
200,2017,12,Uttar Pradesh,Budaun,0.01,0.01,196.51,109.92,306.43,15.54,321.98,468.66
201,2016,12,Uttar Pradesh,Moradabad,1.44,0.21,109.56,55.78,165.34,1.08,168.07,292.65
201,2017,12,Uttar Pradesh,Moradabad,1.44,0.21,109.83,55.8,165.63,0.91,168.19,293.92
202,2016,12,Uttar Pradesh,Shahjahanpur,1.69,0.01,225.93,107.45,333.38,9.63,344.72,566.26
202,2017,12,Uttar Pradesh,Shahjahanpur,1.69,0.01,226.36,107.45,333.81,9.2,344.71,566.3
203,2016,12,Uttar Pradesh,Pilibhit,23.56,0.01,188.37,17.7,206.07,0.01,229.66,402.41
203,2017,12,Uttar Pradesh,Pilibhit,22.87,0.01,184.48,18.28,202.76,0.01,225.65,394.1
204,2016,12,Uttar Pradesh,Rampur,0.09,0.0,106.29,76.91,183.19,0.5,183.79,340.86
204,2017,12,Uttar Pradesh,Rampur,0.09,0.0,106.35,76.91,183.26,0.5,183.86,342.38
205,2016,12,Uttar Pradesh,Bijnor,8.9,0.05,246.15,70.85,316.99,0.66,326.6,402.31
205,2017,12,Uttar Pradesh,Bijnor,8.63,0.05,247.69,69.65,317.33,0.91,326.92,402.38
206,2016,12,Uttar Pradesh,Farrukhabad,0.55,0.0,147.75,20.69,168.44,0.0,169.0,214.56
206,2017,12,Uttar Pradesh,Farrukhabad,0.55,0.0,147.58,20.87,168.45,0.0,169.0,214.3
207,2016,12,Uttar Pradesh,Etawah,57.13,0.02,78.39,0.0,78.39,0.0,135.54,207.27
207,2017,12,Uttar Pradesh,Etawah,57.94,0.02,77.42,0.08,77.5,0.0,135.46,206.77
209,2016,12,Uttar Pradesh,Fatehpur,39.27,0.11,176.67,0.22,176.89,0.05,216.32,318.41
209,2017,12,Uttar Pradesh,Fatehpur,39.4,0.11,177.07,0.22,177.29,0.26,217.06,319.76
210,2016,12,Uttar Pradesh,Allahabad,148.7,2.33,149.16,8.0,157.16,0.74,308.94,509.5
210,2017,12,Uttar Pradesh,Allahabad,148.72,2.33,150.29,7.98,158.27,0.24,309.56,510.67
211,2016,12,Uttar Pradesh,Jhansi,92.41,8.05,32.47,92.42,124.89,0.04,225.39,234.46
211,2017,12,Uttar Pradesh,Jhansi,87.87,14.33,32.78,90.34,123.13,0.05,225.37,234.57
212,2016,12,Uttar Pradesh,Lalitpur,55.1,17.15,77.71,61.63,139.34,12.83,224.43,225.96
212,2017,12,Uttar Pradesh,Lalitpur,56.49,17.88,78.6,61.79,140.39,13.61,228.37,229.94
213,2016,12,Uttar Pradesh,Jalaun,149.01,1.3,92.04,19.69,111.74,0.07,262.11,278.33
213,2017,12,Uttar Pradesh,Jalaun,149.19,1.36,93.89,17.53,111.42,0.13,262.11,269.53
214,2016,12,Uttar Pradesh,Hamirpur,30.98,4.91,136.47,16.23,152.71,0.02,188.61,192.32
214,2017,12,Uttar Pradesh,Hamirpur,21.63,3.72,154.35,14.84,169.19,0.03,194.57,199.71
215,2016,12,Uttar Pradesh,Banda,70.09,1.37,104.51,11.72,116.22,0.58,188.27,267.6
215,2017,12,Uttar Pradesh,Banda,57.96,1.71,135.79,7.04,142.84,0.82,203.33,274.14
216,2016,12,Uttar Pradesh,Varanasi,9.82,0.0,79.23,1.24,80.47,0.02,90.3,138.46
216,2017,12,Uttar Pradesh,Varanasi,9.82,0.0,79.19,1.23,80.43,0.02,90.26,138.25
217,2016,12,Uttar Pradesh,Mirzpur,79.52,7.66,49.17,7.06,56.23,7.57,150.97,242.32
217,2017,12,Uttar Pradesh,Mirzpur,82.02,7.84,47.55,8.14,55.69,7.34,152.89,240.68
218,2016,12,Uttar Pradesh,Jaunpur,55.01,0.01,185.0,0.86,185.85,0.03,240.89,410.79
218,2017,12,Uttar Pradesh,Jaunpur,55.01,0.07,184.97,0.82,185.78,0.03,240.89,410.82
219,2016,12,Uttar Pradesh,Ghazipur,46.42,0.0,181.34,0.76,182.1,0.02,228.53,391.63
219,2017,12,Uttar Pradesh,Ghazipur,46.42,0.0,181.34,0.76,182.1,0.02,228.53,393.5
220,2016,12,Uttar Pradesh,Ballia,21.29,0.01,155.47,1.53,156.99,0.0,178.3,285.98
220,2017,12,Uttar Pradesh,Ballia,21.29,0.01,155.45,1.52,156.98,0.0,178.28,285.91
221,2016,12,Uttar Pradesh,Gorakhpur,2.57,0.94,194.17,7.06,201.24,0.43,205.18,286.01
221,2017,12,Uttar Pradesh,Gorakhpur,2.17,0.95,194.59,7.06,201.65,0.43,205.21,270.39
222,2016,12,Uttar Pradesh,Deoria,6.77,0.0,170.78,9.08,179.86,0.0,186.62,303.15
222,2017,12,Uttar Pradesh,Deoria,6.77,0.0,170.4,9.41,179.81,0.05,186.62,303.15
223,2016,12,Uttar Pradesh,Basti,0.0,0.0,181.74,4.65,186.39,0.1,186.49,323.42
223,2017,12,Uttar Pradesh,Basti,0.0,0.07,181.76,4.61,186.37,0.1,186.54,323.85
224,2016,12,Uttar Pradesh,Azamgarh,37.33,0.01,240.48,0.0,240.48,0.01,277.83,487.38
224,2017,12,Uttar Pradesh,Azamgarh,36.7,0.01,238.55,2.38,240.93,0.01,277.65,488.05
225,2016,12,Uttar Pradesh,Lucknow,19.35,0.0,107.8,0.0,107.8,0.0,127.15,187.96
225,2017,12,Uttar Pradesh,Lucknow,19.75,0.0,103.66,0.0,103.66,0.0,123.42,185.06
226,2016,12,Uttar Pradesh,Unnao,59.51,0.09,233.7,1.69,235.39,0.0,294.99,411.48
226,2017,12,Uttar Pradesh,Unnao,59.49,0.09,232.07,3.09,235.16,0.06,294.81,415.45
227,2016,12,Uttar Pradesh,Rae - Bareily,79.62,0.0,123.77,0.0,123.77,0.02,203.41,329.57
227,2017,12,Uttar Pradesh,Rae - Bareily,79.47,0.0,123.71,0.0,123.71,0.03,203.2,331.39
228,2016,12,Uttar Pradesh,Sitapur,9.53,0.09,376.45,13.66,390.11,0.05,399.77,590.9
228,2017,12,Uttar Pradesh,Sitapur,9.54,0.2,377.88,12.16,390.05,0.04,399.83,592.17
229,2016,12,Uttar Pradesh,Hardoi,36.25,0.04,339.59,0.0,339.59,0.0,375.88,554.59
229,2017,12,Uttar Pradesh,Hardoi,36.4,0.03,338.75,0.16,338.91,0.01,375.35,553.78
230,2016,12,Uttar Pradesh,Kheri,16.6,0.0,442.07,0.0,442.07,0.0,458.68,648.4
230,2017,12,Uttar Pradesh,Kheri,14.43,0.0,430.51,0.05,430.57,0.62,445.62,655.85
231,2016,12,Uttar Pradesh,Faizabad,19.6,0.0,142.87,3.14,146.01,0.4,166.02,269.63
231,2017,12,Uttar Pradesh,Faizabad,19.6,0.0,143.15,2.73,145.89,0.53,166.02,269.76
232,2016,12,Uttar Pradesh,Gonda,0.32,0.0,247.86,1.88,249.74,0.12,250.18,390.29
232,2017,12,Uttar Pradesh,Gonda,0.21,0.14,247.21,2.2,249.41,0.41,250.18,390.28
233,2016,12,Uttar Pradesh,Bahraich,4.72,1.31,133.6,74.57,208.17,5.89,220.09,290.0
233,2017,12,Uttar Pradesh,Bahraich,4.72,1.53,133.8,74.84,208.63,5.89,220.78,290.49
234,2016,12,Uttar Pradesh,Sultanpur,22.03,0.0,130.22,1.04,131.26,0.0,153.29,250.22
